지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
108,2021.2.24 14:00,8.5,,2,230,21,1014.3,16.5
108,2021.2.24 15:00,9.2,,1.3,270,23,1013.4,15.7
108,2021.2.24 16:00,9.5,,1.3,20,23,1012.9,11.3
108,2021.2.24 17:00,9.4,,1.6,250,23,1012.7,6.8
108,2021.2.24 18:00,7.5,,1.6,270,24,1012.5,3.9
108,2021.2.24 19:00,5.9,,1.9,270,25,1013.1,1.8
108,2021.2.24 20:00,4.8,,2.3,250,28,1013.6,0.7
108,2021.2.24 21:00,4.1,,1.9,250,30,1013.8,0.1
108,2021.2.24 22:00,3.1,,1.1,270,32,1013.9,0.3
108,2021.2.24 23:00,2.6,,1,20,35,1013.7,0.2
108,2021.2.25 0:00,2.2,,1.3,290,40,1013.7,0.1
108,2021.2.25 1:00,1.3,,1.6,250,42,1013.7,-0.1
108,2021.2.25 2:00,1.3,,0.7,320,43,1013.9,-0.4
108,2021.2.25 3:00,1,,0.2,0,44,1013.8,-0.6
108,2021.2.25 4:00,0.8,,2.2,50,44,1013.2,-0.7
108,2021.2.25 5:00,0.9,,1.3,50,44,1013.3,-0.7
108,2021.2.25 6:00,1.2,,0.9,360,42,1013.6,-0.7
108,2021.2.25 7:00,0.9,,1,20,44,1013.6,-0.9
108,2021.2.25 8:00,1.1,,1.2,50,44,1014,-0.4
108,2021.2.25 9:00,2,,1.8,50,40,1014.5,-0.1
108,2021.2.25 10:00,3.3,,1.5,50,39,1014.8,0.2
108,2021.2.25 11:00,4.6,,1.3,70,33,1014.7,2.8
108,2021.2.25 12:00,6,,1,70,32,1014.5,5.7
108,2021.2.25 13:00,6.7,,1.4,50,29,1013.7,6.7
108,2021.2.25 14:00,7.9,,1.7,70,28,1012.5,8.4
108,2021.2.25 15:00,8,,1,20,28,1011.9,7.1
108,2021.2.25 16:00,8,,1.6,20,27,1012.1,6.5
108,2021.2.25 17:00,7.9,,1.9,50,26,1011.8,5.5
108,2021.2.25 18:00,7.4,,1.1,360,28,1011.8,3.9
108,2021.2.25 19:00,6.6,,1.8,290,33,1012.3,2.1
108,2021.2.25 20:00,5.6,,0.5,320,36,1012.5,0.9
108,2021.2.25 21:00,4.5,,1.2,70,30,1012.6,-0.2
108,2021.2.25 22:00,4,,1.6,50,34,1012.9,0.3
108,2021.2.25 23:00,3.5,,1.9,50,38,1012.7,0.2
108,2021.2.26 0:00,3.1,,1.6,70,37,1012.4,0.1
108,2021.2.26 1:00,2.9,,0.4,0,39,1012.4,-0.1
108,2021.2.26 2:00,2.4,,1.2,20,40,1012.4,-0.3
108,2021.2.26 3:00,2,,1.7,50,40,1012.4,-0.7
108,2021.2.26 4:00,1.8,,1.1,20,41,1012.1,-1.2
108,2021.2.26 5:00,1.1,,1.8,50,45,1012.5,-1.5
108,2021.2.26 6:00,0.9,,1.5,50,44,1013.2,-1.6
108,2021.2.26 7:00,0.7,,1.7,50,47,1013.5,-1.9
108,2021.2.26 8:00,0.8,,2.6,70,47,1013.7,-1.5
108,2021.2.26 9:00,3.9,,0.9,90,39,1014.1,-0.2
108,2021.2.26 10:00,8.1,,2.6,90,29,1014,5.8
108,2021.2.26 11:00,10.6,,3.3,70,24,1013.9,13.3
108,2021.2.26 12:00,12.9,,2.7,70,24,1013.2,17.5
108,2021.2.26 13:00,14.2,,2.6,70,21,1012.1,19.2
108,2021.2.26 14:00,14.9,,2.3,70,20,1011.2,19.6
108,2021.2.26 15:00,15.5,,3,90,20,1010.8,17.7
108,2021.2.26 16:00,15.5,,3,70,20,1011.1,13.7
108,2021.2.26 17:00,14.9,,1.6,70,21,1011.7,9.9
108,2021.2.26 18:00,13.5,,2.3,50,24,1012.2,7.5
108,2021.2.26 19:00,12,,2.2,50,28,1013,5.4
108,2021.2.26 20:00,10.7,,3.2,50,33,1013.8,4.4
108,2021.2.26 21:00,9.7,,3.3,50,39,1014.3,3.7
108,2021.2.26 22:00,8.8,,4.3,50,42,1015.1,3
108,2021.2.26 23:00,8.1,,3.9,50,45,1015.5,2.7
108,2021.2.27 0:00,7.2,,3.5,50,50,1016.1,2.2
108,2021.2.27 1:00,6.2,,3.8,50,52,1016.3,1.7
108,2021.2.27 2:00,5.8,,4.3,50,55,1016.7,1.4
108,2021.2.27 3:00,5.5,,3.1,70,57,1016.5,1.2
108,2021.2.27 4:00,4.8,,4.1,50,60,1016.6,0.8
108,2021.2.27 5:00,4.5,,3.9,50,62,1017.2,0.7
108,2021.2.27 6:00,4.4,,3.3,50,64,1017.9,0.6
108,2021.2.27 7:00,4.3,,2.9,70,66,1018.3,0.5
108,2021.2.27 8:00,4.6,,3.5,70,67,1018.8,0.9
108,2021.2.27 9:00,6.6,,4,70,61,1019.4,3.4
108,2021.2.27 10:00,8.9,,4.7,90,54,1019.5,8.8
108,2021.2.27 11:00,10.9,,4,90,48,1019.1,13.8
108,2021.2.27 12:00,12.4,,3.4,70,45,1018.8,16.7
108,2021.2.27 13:00,13.5,,3.9,90,41,1017.9,18.4
108,2021.2.27 14:00,14.5,,3.1,90,38,1016.9,19.6
108,2021.2.27 15:00,15.3,,3.3,110,34,1016.3,18.7
108,2021.2.27 16:00,16.1,,3.1,110,33,1016.2,16.8
108,2021.2.27 17:00,15.3,,2.9,140,34,1016.1,11.9
108,2021.2.27 18:00,13.9,,3.7,140,37,1016.6,9.1
108,2021.2.27 19:00,12.4,,2.2,110,41,1017,6.9
108,2021.2.27 20:00,11.3,,2.6,90,44,1017.4,5.8
108,2021.2.27 21:00,10.3,,2.5,140,43,1018.3,4.8
108,2021.2.27 22:00,9.4,,2.3,90,44,1018.5,3.9
108,2021.2.27 23:00,8.6,,2.8,140,46,1019.2,3.4
108,2021.2.28 0:00,7.6,,2.8,90,48,1018.8,2.7
108,2021.2.28 1:00,6.8,,3.5,90,51,1018.8,2
108,2021.2.28 2:00,6.1,,2.9,70,53,1018.7,1.5
108,2021.2.28 3:00,5.7,,3.9,70,56,1018.1,1.4
108,2021.2.28 4:00,4.8,,2.8,50,58,1017.6,0.9
108,2021.2.28 5:00,4.1,,3.9,50,61,1017.3,0.6
108,2021.2.28 6:00,3.7,,4.2,50,63,1017,0.3
108,2021.2.28 7:00,3.3,,3.3,50,66,1017,0.2
108,2021.2.28 8:00,3.5,,3.4,50,67,1017,0.6
108,2021.2.28 9:00,5.9,,2.6,50,58,1017,4.9
108,2021.2.28 10:00,8.1,,1.3,110,47,1017.2,10.8
108,2021.2.28 11:00,8.4,,2.7,90,45,1016.6,8.9
108,2021.2.28 12:00,9,,1.7,70,44,1016.5,10.6
108,2021.2.28 13:00,9.5,,1.1,90,43,1016.2,9.7
108,2021.2.28 14:00,9.5,,1,290,42,1015.7,9.1
108,2021.2.28 15:00,9.8,,0.9,270,41,1015.4,9.2
108,2021.2.28 16:00,10.7,,2.2,50,40,1013.9,10.1
108,2021.2.28 17:00,10.5,,0.9,20,39,1014.1,8.5
108,2021.2.28 18:00,10.2,,1.3,290,41,1014.5,7.3
108,2021.2.28 19:00,9.8,,1.2,360,41,1014.7,6.5
108,2021.2.28 20:00,9.3,,1.4,50,43,1013.9,6.1
108,2021.2.28 21:00,9.1,,1.1,20,43,1013.2,6
108,2021.2.28 22:00,9.1,,1.5,50,44,1013,5.8
108,2021.2.28 23:00,9,,2,20,46,1012.6,5.7
108,2021.3.1 0:00,9,,2.7,50,46,1011.6,5.5
108,2021.3.1 1:00,8.7,,1.4,90,45,1011.5,5.5
108,2021.3.1 2:00,8.7,,1.4,70,47,1011.2,5.5
108,2021.3.1 3:00,8.6,0,1.9,70,51,1010.3,5.4
108,2021.3.1 4:00,7.2,,2.2,360,75,1010.8,5.1
108,2021.3.1 5:00,5.8,,4.3,50,85,1008.9,4.8
108,2021.3.1 6:00,5.6,4,2.7,50,90,1008.5,4.8
108,2021.3.1 7:00,5.2,,5.2,50,95,1006.8,4.7
108,2021.3.1 8:00,5.4,,2.6,50,96,1006.4,4.9
108,2021.3.1 9:00,5.7,12.3,0.5,230,98,1006.2,5.3
108,2021.3.1 10:00,6,,3.4,70,99,1005,5.8
108,2021.3.1 11:00,6.4,,3.7,70,99,1004.6,6.2
108,2021.3.1 12:00,6.4,18.7,3.7,70,100,1003.3,6.5
108,2021.3.1 13:00,6.7,,4.7,50,100,1002.2,6.8
108,2021.3.1 14:00,6.8,,5.5,50,100,999.8,7.1
108,2021.3.1 15:00,6.8,15.8,3.4,50,99,999.9,6.9
108,2021.3.1 16:00,5.7,,5.6,50,95,1000.9,6
108,2021.3.1 17:00,4.5,,5.3,50,95,1000.9,5.1
108,2021.3.1 18:00,3.1,10.1,6,50,94,1001.7,3.9
108,2021.3.1 19:00,1.5,,4.1,50,96,1002.7,0.3
108,2021.3.1 20:00,1.2,,4.1,50,98,1003.7,1
108,2021.3.1 21:00,1,4.3,3.6,50,98,1004.2,1.2
108,2021.3.1 22:00,0.8,,2.8,50,99,1005,0.2
108,2021.3.1 23:00,0.6,,2.5,50,99,1005.3,0.2
108,2021.3.2 0:00,0.5,2.3,1.8,50,98,1005.9,0.6
108,2021.3.2 1:00,0.6,,1.6,50,95,1006.4,1.3
108,2021.3.2 2:00,0.5,,1.6,340,94,1007.9,1.6
108,2021.3.2 3:00,0.3,0.1,0.5,70,92,1008.3,1.6
108,2021.3.2 4:00,0.2,,1.8,50,91,1008.6,1.5
108,2021.3.2 5:00,0.2,,0.1,0,90,1009.4,1.6
108,2021.3.2 6:00,0.3,,1.6,290,89,1010.2,1.5
108,2021.3.2 7:00,0.2,,1.9,290,87,1011.3,1.4
108,2021.3.2 8:00,0.3,,1.1,340,87,1012.3,1.7
108,2021.3.2 9:00,0.7,,2.2,50,84,1013.6,2.9
108,2021.3.2 10:00,1.5,,2,50,80,1014.4,4.9
108,2021.3.2 11:00,2.4,,3,20,73,1014.8,7.7
108,2021.3.2 12:00,3.5,,1.3,90,73,1015,11.9
108,2021.3.2 13:00,4,,1.5,320,66,1014.8,9.6
108,2021.3.2 14:00,4.8,,2.8,320,62,1014.7,13.4
108,2021.3.2 15:00,6.1,,2.8,270,53,1015.2,15.4
108,2021.3.2 16:00,6.2,,3.8,290,51,1015.7,13.7
108,2021.3.2 17:00,6.4,,2.6,360,48,1015.9,9.1
108,2021.3.2 18:00,4.9,,2.4,340,53,1016.6,6
108,2021.3.2 19:00,3.8,,2.1,360,60,1017.3,3.9
108,2021.3.2 20:00,2.9,,2.1,320,67,1017.6,2.6
108,2021.3.2 21:00,2.1,,0.8,290,77,1017.7,1.8
108,2021.3.2 22:00,1.5,,0.9,270,81,1018.1,1.1
108,2021.3.2 23:00,1.2,,0.5,320,85,1018.5,0.8
108,2021.3.3 0:00,0.8,,1.1,270,86,1018.5,0.6
108,2021.3.3 1:00,0.8,,1.1,270,89,1018.8,0.5
108,2021.3.3 2:00,0.5,,1.2,270,90,1020.1,0.4
108,2021.3.3 3:00,0.3,,1.4,20,92,1019.8,0.3
108,2021.3.3 4:00,-0.4,,2.5,20,91,1019.1,0.3
108,2021.3.3 5:00,-0.8,,2.2,50,87,1018.7,0.2
108,2021.3.3 6:00,-1,,1.7,20,89,1019.3,0
108,2021.3.3 7:00,-1.2,,2.2,20,91,1019.7,-0.2
108,2021.3.3 8:00,-0.6,,2.6,20,93,1020.6,-0.2
108,2021.3.3 9:00,1.3,,2.5,50,85,1020.8,0.2
108,2021.3.3 10:00,3.8,,2.4,70,74,1020.3,8.9
108,2021.3.3 11:00,6,,1.7,110,64,1019.5,13.7
108,2021.3.3 12:00,7.7,,2.1,160,55,1019.2,16.6
108,2021.3.3 13:00,8.7,,2.1,160,50,1018.2,17
108,2021.3.3 14:00,9.3,,2.2,250,42,1017.2,17.2
108,2021.3.3 15:00,9.5,,2.1,230,39,1016.9,15.2
108,2021.3.3 16:00,9.6,,2.1,180,43,1016.7,13.6
108,2021.3.3 17:00,9.6,,1.4,200,39,1016.4,9.3
108,2021.3.3 18:00,8.4,,2.2,200,38,1016.5,6.4
108,2021.3.3 19:00,6.9,,2.3,270,38,1016.9,4.3
108,2021.3.3 20:00,5.6,,1.5,270,48,1017.1,3
108,2021.3.3 21:00,4.8,,0.7,290,52,1017.2,2.1
108,2021.3.3 22:00,4.2,,1.1,250,59,1017.2,1.5
108,2021.3.3 23:00,4.2,,0.1,0,59,1017.3,1.6
108,2021.3.4 0:00,3.9,,1,50,65,1016.8,1.1
108,2021.3.4 1:00,3.5,,1.3,50,66,1016.5,0.7
108,2021.3.4 2:00,2.9,,1.7,20,70,1016.5,0.6
108,2021.3.4 3:00,2.6,,1.6,50,72,1016,0.7
108,2021.3.4 4:00,2.7,,1.9,70,71,1015.6,0.9
108,2021.3.4 5:00,3.1,,2,50,71,1015.4,1.6
108,2021.3.4 6:00,3.6,,2.8,50,68,1015.5,1.7
108,2021.3.4 7:00,3.7,,3.3,50,69,1015.2,1.7
108,2021.3.4 8:00,4,,3.2,50,69,1015.2,2.8
108,2021.3.4 9:00,4.9,,2.5,50,66,1015.5,4.6
108,2021.3.4 10:00,6.1,,2.6,50,63,1015.5,6.8
108,2021.3.4 11:00,7,,2.8,50,60,1014.9,8.2
108,2021.3.4 12:00,8.5,,2.7,50,56,1014.4,11.4
108,2021.3.4 13:00,10.4,,2.1,50,51,1013.5,13.8
108,2021.3.4 14:00,11.2,,1.7,70,51,1012.1,13.6
108,2021.3.4 15:00,12.1,,1.6,110,50,1011.5,15.1
108,2021.3.4 16:00,13,,1.4,200,50,1011.5,14.8
108,2021.3.4 17:00,12,,1.3,160,50,1011.2,11.4
108,2021.3.4 18:00,11.5,,0.8,180,51,1011.1,8.9
108,2021.3.4 19:00,10.2,,2.5,20,57,1011.9,6.7
108,2021.3.4 20:00,9.1,,2.2,20,61,1012.2,5.3
108,2021.3.4 21:00,8.1,,1.7,20,64,1012.2,4.2
108,2021.3.4 22:00,7.3,,1.1,50,68,1012.2,3.4
108,2021.3.4 23:00,6.7,,1.6,50,72,1012.2,2.8
108,2021.3.5 0:00,6.1,,0.5,70,72,1011.7,2.2
108,2021.3.5 1:00,5.7,,1.7,50,75,1011,1.8
108,2021.3.5 2:00,5.3,,0.8,50,77,1011,1.4
108,2021.3.5 3:00,4.6,,0.9,340,80,1010.8,1
108,2021.3.5 4:00,4.4,,0.5,340,81,1010.6,0.7
108,2021.3.5 5:00,3.7,,1.6,20,86,1010.9,0.7
108,2021.3.5 6:00,3.4,,1.6,360,86,1011.3,0.6
108,2021.3.5 7:00,3.3,,1.4,70,88,1011.4,0.5
108,2021.3.5 8:00,3.3,,1.6,20,89,1011.5,0.8
108,2021.3.5 9:00,5.4,,1.8,20,85,1011.7,6.4
108,2021.3.5 10:00,8.5,,1,90,72,1011.4,12.9
108,2021.3.5 11:00,11,,1,250,61,1011.1,17.2
108,2021.3.5 12:00,13.3,,2.7,250,53,1010.3,20.6
108,2021.3.5 13:00,15.4,,1.7,200,49,1009.4,23.1
108,2021.3.5 14:00,14.9,,3.2,270,49,1008.4,23.4
108,2021.3.5 15:00,14.9,,3.5,320,45,1008.2,22.5
108,2021.3.5 16:00,15.6,,3.3,270,46,1008.7,19.1
108,2021.3.5 17:00,15,,2.9,250,50,1008.9,13.5
108,2021.3.5 18:00,13,,2.8,250,57,1009.4,10.4
108,2021.3.5 19:00,11.3,,2.9,270,63,1010.2,8.2
108,2021.3.5 20:00,10.2,,3.6,270,69,1010.8,7.2
108,2021.3.5 21:00,9.4,,1.2,160,73,1011.3,6.4
108,2021.3.5 22:00,8.7,,2.5,200,76,1011.4,6
108,2021.3.5 23:00,8.1,,1.9,230,80,1012,5.5
108,2021.3.6 0:00,7.6,,2,230,83,1012.5,5.1
108,2021.3.6 1:00,7,,2,230,86,1012.5,4.7
108,2021.3.6 2:00,6.4,,1,180,87,1012.8,4
108,2021.3.6 3:00,6,,1.3,270,89,1013.5,3.7
108,2021.3.6 4:00,5.9,,2.2,270,92,1013.7,3.8
108,2021.3.6 5:00,5.8,,1.2,230,91,1013.8,3.8
108,2021.3.6 6:00,5.4,,1.1,250,92,1014.6,3.2
108,2021.3.6 7:00,5.1,,0.1,0,92,1014.8,2.8
108,2021.3.6 8:00,5.2,,1.5,70,91,1015,4.3
108,2021.3.6 9:00,6.7,,2.5,50,86,1016.1,7.7
108,2021.3.6 10:00,8.6,,3.1,50,72,1016.6,11
108,2021.3.6 11:00,10.3,,3,70,63,1016.5,14.8
108,2021.3.6 12:00,11.4,,3.9,70,52,1016.6,17
108,2021.3.6 13:00,11,,4.6,50,51,1016.8,17
108,2021.3.6 14:00,10,,4.2,70,51,1016.7,14.7
108,2021.3.6 15:00,9.2,,5.3,50,53,1016.6,13.6
108,2021.3.6 16:00,8.5,,4.2,70,54,1016.9,12.1
108,2021.3.6 17:00,7.5,,5.1,50,56,1017.3,9.8
108,2021.3.6 18:00,6.5,,3.9,50,57,1017.6,7.3
108,2021.3.6 19:00,5.4,,5.1,50,59,1017.8,5.6
108,2021.3.6 20:00,4.5,,4.8,50,61,1018.4,4.1
108,2021.3.6 21:00,4,,4.3,50,62,1018.9,3.5
108,2021.3.6 22:00,3.9,,4.1,70,63,1019.4,3.7
108,2021.3.6 23:00,3.6,,3.7,70,64,1019.8,3.1
108,2021.3.7 0:00,3.2,,3.8,70,65,1019.9,2.6
108,2021.3.7 1:00,2.7,,4,70,68,1019.2,1.9
108,2021.3.7 2:00,2.4,,4,50,68,1019.4,1.7
108,2021.3.7 3:00,2.4,,5,50,70,1019.3,1.8
108,2021.3.7 4:00,2.4,,3.9,50,70,1018.7,1.9
108,2021.3.7 5:00,2.3,,4,50,70,1018.8,1.6
108,2021.3.7 6:00,2.2,,3.2,50,71,1019,1.4
108,2021.3.7 7:00,2.1,,3,50,71,1019.2,1.3
108,2021.3.7 8:00,2.5,,2.8,70,70,1019.3,2.2
108,2021.3.7 9:00,4.3,,3,70,65,1019.6,6.3
108,2021.3.7 10:00,5.9,,2.7,70,59,1019.5,11.4
108,2021.3.7 11:00,7.9,,2.3,90,56,1018.9,15.9
108,2021.3.7 12:00,9.1,,1.4,70,53,1018.4,19.7
108,2021.3.7 13:00,10.6,,2.3,230,49,1017.6,22.3
108,2021.3.7 14:00,11.5,,1.7,180,49,1016.3,21.3
108,2021.3.7 15:00,12.1,,2.5,230,45,1015.7,19.3
108,2021.3.7 16:00,11.5,,3,290,44,1015.4,17.2
108,2021.3.7 17:00,11,,3.4,250,48,1015.3,11.6
108,2021.3.7 18:00,9.3,,3.3,250,57,1015.5,8.5
108,2021.3.7 19:00,7.9,,2.9,250,62,1016,6.3
108,2021.3.7 20:00,7,,1.5,290,64,1016.5,5.1
108,2021.3.7 21:00,6,,2.1,250,68,1016.8,4.3
108,2021.3.7 22:00,5.5,,1.2,250,72,1017.2,3.7
108,2021.3.7 23:00,4.9,,0.5,320,70,1017.2,2.9
108,2021.3.8 0:00,4.5,,1.4,230,74,1017,2.5
108,2021.3.8 1:00,4.2,,2.2,250,76,1017,2.2
108,2021.3.8 2:00,3.4,,0.5,270,78,1017.2,1.4
108,2021.3.8 3:00,3,,1.3,270,81,1016.9,1.1
108,2021.3.8 4:00,2.6,,0.7,340,85,1016.5,0.7
108,2021.3.8 5:00,2.3,,0.8,20,85,1016.5,0.4
108,2021.3.8 6:00,1.9,,1.6,20,85,1017.2,0.2
108,2021.3.8 7:00,1.6,,1.8,20,82,1017.3,0.2
108,2021.3.8 8:00,2,,1.3,50,82,1017.8,0.9
108,2021.3.8 9:00,4.1,,1.5,70,77,1018.2,6.5
108,2021.3.8 10:00,7,,1,50,62,1018.3,13.1
108,2021.3.8 11:00,8.8,,1.5,50,53,1017.9,18
108,2021.3.8 12:00,11,,2.7,180,48,1017.5,21.1
108,2021.3.8 13:00,11.8,,2.3,250,42,1016.4,23.1
108,2021.3.8 14:00,12.9,,2.1,230,34,1015.3,23.5
108,2021.3.8 15:00,13.3,,1.8,320,33,1014.7,20.5
108,2021.3.8 16:00,13.5,,2.7,250,34,1014.9,17.6
108,2021.3.8 17:00,11.8,,4,270,46,1014.9,11.7
108,2021.3.8 18:00,10.5,,3.3,270,47,1015,8.8
108,2021.3.8 19:00,9.3,,2.7,290,40,1015.3,6.5
108,2021.3.8 20:00,8.3,,1.2,160,35,1015.6,5.1
108,2021.3.8 21:00,7.4,,2,270,50,1015.6,4.2
108,2021.3.8 22:00,6.5,,1.5,290,55,1015.1,3.6
108,2021.3.8 23:00,5.5,,0.7,290,58,1015.2,2.8
108,2021.3.9 0:00,4.8,,1.8,270,61,1015.3,2.4
108,2021.3.9 1:00,4.7,,2.8,250,61,1015.3,2.1
108,2021.3.9 2:00,4.1,,0.7,270,63,1015.2,1.5
108,2021.3.9 3:00,3.7,,0.9,290,67,1015.1,1.1
108,2021.3.9 4:00,2.8,,1.9,270,69,1014.8,0.8
108,2021.3.9 5:00,2.4,,1.9,270,69,1015,0.6
108,2021.3.9 6:00,2.5,,2.5,270,72,1015.3,0.4
108,2021.3.9 7:00,2.4,,1,50,73,1015.6,0.3
108,2021.3.9 8:00,2.9,,1.2,50,67,1015.9,2.2
108,2021.3.9 9:00,4.8,,1.5,50,64,1016,5.9
108,2021.3.9 10:00,7.4,,0.7,110,58,1016,11.4
108,2021.3.9 11:00,9,,2.7,250,46,1015.6,14.4
108,2021.3.9 12:00,9.7,,2.3,320,43,1015.3,17.4
108,2021.3.9 13:00,11.4,,2.2,230,38,1014.6,19.2
108,2021.3.9 14:00,11.8,,3.1,250,33,1013.7,18.1
108,2021.3.9 15:00,11.7,,3.5,290,39,1013.3,16.5
108,2021.3.9 16:00,12,,2.8,250,40,1013.4,15.4
108,2021.3.9 17:00,11.3,,3.7,250,38,1013.6,11
108,2021.3.9 18:00,9.1,,3.5,270,33,1014.2,7.9
108,2021.3.9 19:00,7.3,,2.8,270,50,1015.1,5.7
108,2021.3.9 20:00,6.5,,2.8,250,59,1015.6,4.6
108,2021.3.9 21:00,6,,2.3,250,67,1015.7,4
108,2021.3.9 22:00,5.7,,2.2,250,74,1016.4,3.6
108,2021.3.9 23:00,5.2,,1.7,250,77,1016.7,3.1
108,2021.3.10 0:00,4.9,,1.6,270,83,1016.7,2.6
108,2021.3.10 1:00,4.3,,1.7,340,84,1016.7,2.1
108,2021.3.10 2:00,3.9,,0.5,250,87,1017.2,1.4
108,2021.3.10 3:00,3.6,,0.4,0,87,1017,1.2
108,2021.3.10 4:00,3.2,,0.1,0,90,1016.9,0.8
108,2021.3.10 5:00,2.9,,0.2,0,90,1017.1,0.5
108,2021.3.10 6:00,2.1,,2.3,50,87,1017.8,0.4
108,2021.3.10 7:00,1.8,,2.6,20,85,1018.4,0.3
108,2021.3.10 8:00,2.2,,1.6,50,86,1019.2,1.5
108,2021.3.10 9:00,4.8,,2.4,50,79,1019.8,6.6
108,2021.3.10 10:00,7.6,,2,70,64,1020,12.6
108,2021.3.10 11:00,10,,2.6,70,52,1019.7,17.3
108,2021.3.10 12:00,12.3,,1.4,90,44,1018.9,21.2
108,2021.3.10 13:00,13.9,,3.1,70,40,1018.3,22.6
108,2021.3.10 14:00,15.1,,2.6,50,34,1017,23.4
108,2021.3.10 15:00,16.4,,2.2,50,30,1016.3,22.3
108,2021.3.10 16:00,17,,2,180,32,1016.2,19
108,2021.3.10 17:00,16.3,,1.7,250,31,1016,13.8
108,2021.3.10 18:00,14.1,,3.3,270,42,1016.1,10.5
108,2021.3.10 19:00,11.7,,2.6,250,51,1016.7,8.1
108,2021.3.10 20:00,10.7,,1.8,270,58,1017.3,6.9
108,2021.3.10 21:00,9.9,,2.1,270,59,1017.9,6
108,2021.3.10 22:00,9,,2.2,250,58,1017.8,5.2
108,2021.3.10 23:00,8.1,,1.1,250,61,1018.1,4.4
108,2021.3.11 0:00,7.1,,1.5,270,66,1017.7,3.8
108,2021.3.11 1:00,6.5,,1.4,290,69,1017.5,3.4
108,2021.3.11 2:00,6.2,,1,360,70,1017.3,2.8
108,2021.3.11 3:00,5.9,,0.1,0,71,1017.2,2.7
108,2021.3.11 4:00,5.7,,0.9,50,72,1017,2.7
108,2021.3.11 5:00,5.2,,0.2,0,75,1017.4,2.1
108,2021.3.11 6:00,4.8,,0.8,250,77,1018,1.7
108,2021.3.11 7:00,4.8,,1,20,80,1017.9,1.7
108,2021.3.11 8:00,5,,1.5,50,79,1018.6,3.3
108,2021.3.11 9:00,6.7,,2.1,20,75,1018.9,7.9
108,2021.3.11 10:00,9.5,,1.7,50,63,1018.6,13.5
108,2021.3.11 11:00,11.7,,1.9,70,51,1017.9,18
108,2021.3.11 12:00,13.7,,1.4,180,40,1016.9,21.5
108,2021.3.11 13:00,15.2,,1.7,230,36,1015.8,22.5
108,2021.3.11 14:00,16.1,,1.5,270,30,1014.4,23.2
108,2021.3.11 15:00,16.9,,2.4,230,26,1013.9,21.4
108,2021.3.11 16:00,16.5,,3.1,250,23,1013.5,16.9
108,2021.3.11 17:00,14.2,,4.4,270,37,1013.4,13.2
108,2021.3.11 18:00,12.9,,2.3,250,39,1013.1,10.9
108,2021.3.11 19:00,12,,3.2,250,45,1013.2,8.7
108,2021.3.11 20:00,11.6,,3.1,290,38,1013.1,7.9
108,2021.3.11 21:00,11,,2.1,270,34,1013,7.2
108,2021.3.11 22:00,10.5,,1.6,200,37,1012.9,7.1
108,2021.3.11 23:00,10.1,,2.1,270,41,1012.6,6.8
108,2021.3.12 0:00,9.9,,0.5,270,44,1011.8,6.8
108,2021.3.12 1:00,9.5,,0.6,20,47,1011.4,6.8
108,2021.3.12 2:00,9.6,,1,290,48,1011.2,6.8
108,2021.3.12 3:00,9.6,,1.4,290,49,1011.2,6.8
108,2021.3.12 4:00,9.4,,1.1,340,50,1011.1,6.7
108,2021.3.12 5:00,9.5,,1.9,230,52,1011.3,6.6
108,2021.3.12 6:00,9.2,,0.9,180,57,1011.6,6.6
108,2021.3.12 7:00,9,,1.5,270,57,1011.2,6.3
108,2021.3.12 8:00,8.9,,1,270,57,1011.5,7.1
108,2021.3.12 9:00,9.8,0,1.6,50,54,1011.5,8.4
108,2021.3.12 10:00,10.7,,0.8,200,52,1011.4,11
108,2021.3.12 11:00,12.3,,1.1,200,46,1011.3,13.2
108,2021.3.12 12:00,13.8,,2.1,90,42,1011.1,16.5
108,2021.3.12 13:00,14.8,,2,110,41,1010.8,16.1
108,2021.3.12 14:00,12.9,,4.8,70,57,1010.9,13.1
108,2021.3.12 15:00,12.4,0,3.4,50,64,1010.7,13.3
108,2021.3.12 16:00,12.5,,3.4,50,59,1010.5,13.6
108,2021.3.12 17:00,12.8,,3.6,20,58,1010.5,12.4
108,2021.3.12 18:00,12.4,0,3.9,50,57,1010.5,10.5
108,2021.3.12 19:00,11.3,,4.4,20,62,1011.4,8.4
108,2021.3.12 20:00,10.3,,2.9,50,64,1012.3,7.2
108,2021.3.12 21:00,9.4,,3,50,65,1012.7,6.4
108,2021.3.12 22:00,8.4,,3.3,50,68,1013,5.7
108,2021.3.12 23:00,7.7,,2.3,50,68,1013,5.1
108,2021.3.13 0:00,7.2,,1.8,70,68,1012.9,4.7
108,2021.3.13 1:00,6.8,,2.7,50,70,1012.7,4.4
108,2021.3.13 2:00,6.4,,1.8,90,71,1012.6,3.9
108,2021.3.13 3:00,6,,1.3,70,73,1012.4,3.5
108,2021.3.13 4:00,5.4,,0.9,250,77,1012.2,3
108,2021.3.13 5:00,5.2,,2.3,50,77,1012.2,2.8
108,2021.3.13 6:00,5,,2.1,20,79,1012.7,2.7
108,2021.3.13 7:00,4.6,,1.8,50,79,1012.8,2.6
108,2021.3.13 8:00,5.6,,1.6,70,79,1013.1,4.8
108,2021.3.13 9:00,7.5,,1.3,90,70,1013.3,9.6
108,2021.3.13 10:00,9.4,,2.2,70,59,1013,13
